Car Name,Car Price,Car Mileage,Fuel Consumption,Phone Number,Payment,Address
Ford F-150,"$53,625 ",New,12.5 City / 10.7 Highway,(905) 632-6252,$338/bi-weekly,Available at Go Terrace Ford Lincoln
Lincoln Aviator,"$84,475 ",New,13.7 City / 9.7 Highway,(905) 632-6252,$566/bi-weekly,Available at Go Terrace Ford Lincoln
Ford Mustang Mach-E,"$64,040 ",New,No Information Found,(905) 632-6252,$453/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150,"$69,730 ",New,14.8 City / 10.9 Highway,(905) 632-6252,$425/bi-weekly,Available at Go Terrace Ford Lincoln
Ford Edge,"$44,997 ","33,700 km",12.6 City / 9.3 Highway,(905) 632-6252,$323/bi-weekly,Available at Go Terrace Ford Lincoln
Ford Escape,"$47,444 ",New,5.6 City / 6.5 Highway,(905) 632-6252,$309/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150,"$65,190 ",New,14.8 City / 10.9 Highway,(905) 632-6252,$397/bi-weekly,Available at Go Terrace Ford Lincoln
Mercedes-Benz C-Class,"$56,497 ","62,900 km",13.4 City / 9.6 Highway,(905) 632-6252,$528/bi-weekly,Available at Go Terrace Ford Lincoln
Ford Escape,"$51,324 ",New,5.6 City / 6.5 Highway,(905) 632-6252,$323/bi-weekly,Available at Go Terrace Ford Lincoln
Lincoln Aviator,"$88,210 ",New,13.7 City / 9.7 Highway,(905) 632-6252,$591/bi-weekly,Available at Go Terrace Ford Lincoln
Ford Mustang Mach-E,"$65,440 ",New,No Information Found,(905) 632-6252,$463/bi-weekly,Available at Go Terrace Ford Lincoln
Ford Escape,"$17,997 ","113,000 km",10.6 City / 8 Highway,(905) 632-6252,$168/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150,"$76,530 ",New,12.8 City / 10 Highway,(905) 632-6252,$466/bi-weekly,Available at Go Terrace Ford Lincoln
Ford E-Transit Cargo Van,"$65,825 ",New,No Information Found,(905) 632-6252,$472/bi-weekly,Available at Go Terrace Ford Lincoln
GMC Sierra 1500,"$68,997 ","63,700 km",15.7 City / 11.9 Highway,(905) 632-6252,$496/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150,"$76,530 ",New,12.8 City / 10 Highway,(905) 632-6252,$466/bi-weekly,Available at Go Terrace Ford Lincoln
Lincoln Navigator,"$133,445 ",New,15.2 City / 10.8 Highway,(905) 632-6252,"$1,093/bi-weekly",Available at Go Terrace Ford Lincoln
Ford Bronco,"$61,985 ",New,14.1 City / 14.1 Highway,(905) 632-6252,$445/bi-weekly,Available at Go Terrace Ford Lincoln
Ford Bronco Sport,"$39,952 ","12,600 km",11.1 City / 9 Highway,(905) 632-6252,$287/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150,"$59,575 ",New,14.8 City / 10.9 Highway,(905) 632-6252,$363/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150,"$62,645 ",New,12.5 City / 10.7 Highway,(905) 632-6252,$382/bi-weekly,Available at Go Terrace Ford Lincoln
Volkswagen Atlas,"$54,497 ","13,300 km",13.4 City / 10.1 Highway,(905) 632-6252,$355/bi-weekly,Available at Go Terrace Ford Lincoln
Lincoln Aviator,"$86,360 ",New,13.7 City / 9.7 Highway,(905) 632-6252,$596/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150,"$52,520 ",New,12.5 City / 10.7 Highway,(905) 632-6252,$320/bi-weekly,Available at Go Terrace Ford Lincoln
Volkswagen Golf,"$22,997 ","62,300 km",9.4 City / 6.7 Highway,(905) 632-6252,$215/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150 Lightning,"$80,630 ",New,No Information Found,(905) 632-6252,$543/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150,"$76,530 ",New,12.8 City / 10 Highway,(905) 632-6252,$466/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150,"$78,979 ",New,No Information Found,(905) 632-6252,$481/bi-weekly,Available at Go Terrace Ford Lincoln
Toyota 4Runner,"$37,997 ","79,300 km",14.2 City / 11.1 Highway,(905) 632-6252,$355/bi-weekly,Available at Go Terrace Ford Lincoln
Ford Bronco Sport,"$50,135 ",New,9.3 City / 8.4 Highway,(905) 632-6252,$372/bi-weekly,Available at Go Terrace Ford Lincoln
Mercedes-Benz C-Class,"$31,997 ","53,200 km",10.7 City / 8 Highway,(905) 632-6252,$299/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150,"$59,370 ",New,12.5 City / 10.7 Highway,(905) 632-6252,$362/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150,"$59,997 ","44,500 km",No Information Found,(905) 632-6252,$431/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150,"$76,530 ",New,12.8 City / 10 Highway,(905) 632-6252,$466/bi-weekly,Available at Go Terrace Ford Lincoln
GMC Sierra 1500,"$42,997 ","73,600 km",No Information Found,(905) 632-6252,$402/bi-weekly,Available at Go Terrace Ford Lincoln
Ford Bronco Sport,"$39,997 ","17,000 km",9.3 City / 8.4 Highway,(905) 632-6252,$261/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150,"$76,530 ",New,12.8 City / 10 Highway,(905) 632-6252,$466/bi-weekly,Available at Go Terrace Ford Lincoln
Ford Mustang,"$35,497 ","27,900 km",No Information Found,(905) 632-6252,$255/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150,"$81,070 ",New,13.5 City / 10.2 Highway,(905) 632-6252,$511/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150 Lightning,"$102,380 ",New,No Information Found,(905) 632-6252,$712/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150,"$62,505 ",New,12.5 City / 10.7 Highway,(905) 632-6252,$381/bi-weekly,Available at Go Terrace Ford Lincoln
Ford EcoSport,"$22,997 ","94,300 km",10.2 City / 8.1 Highway,(905) 632-6252,$186/bi-weekly,Available at Go Terrace Ford Lincoln
Ford Explorer,"$32,497 ","67,100 km",13.1 City / 9.2 Highway,(905) 632-6252,$304/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150,"$59,690 ",New,12.5 City / 10.7 Highway,(905) 632-6252,$364/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150,"$65,330 ",New,14.8 City / 10.9 Highway,(905) 632-6252,$398/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150,"$58,330 ",New,12.5 City / 10.7 Highway,(905) 632-6252,$355/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150,"$30,997 ","111,000 km",No Information Found,(905) 632-6252,$290/bi-weekly,Available at Go Terrace Ford Lincoln
Mercedes-Benz GLE,"$35,797 ","71,500 km",10.1 City / 8 Highway,(905) 632-6252,$334/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150,"$120,155 ",New,13.5 City / 10.2 Highway,(905) 632-6252,$862/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150,"$82,545 ",New,13.5 City / 10.2 Highway,(905) 632-6252,$520/bi-weekly,Available at Go Terrace Ford Lincoln
Ford Bronco Sport,"$46,814 ",New,9.3 City / 8.4 Highway,(905) 632-6252,$300/bi-weekly,Available at Go Terrace Ford Lincoln
Honda Odyssey,"$43,204 ","53,800 km",12.2 City / 8.5 Highway,(905) 632-6252,$404/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150,"$81,470 ",New,13.5 City / 10.2 Highway,(905) 632-6252,$513/bi-weekly,Available at Go Terrace Ford Lincoln
Lincoln Aviator,"$90,275 ",New,13.7 City / 9.7 Highway,(905) 632-6252,$605/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150,"$62,505 ",New,12.5 City / 10.7 Highway,(905) 632-6252,$381/bi-weekly,Available at Go Terrace Ford Lincoln
Lincoln Corsair,"$78,195 ",New,6.9 City / 7.4 Highway,(905) 632-6252,$632/bi-weekly,Available at Go Terrace Ford Lincoln
Ford Mustang Mach-E,"$62,540 ",New,No Information Found,(905) 632-6252,$442/bi-weekly,Available at Go Terrace Ford Lincoln
Audi Q5,"$32,337 ","85,400 km",10.9 City / 8.7 Highway,(905) 632-6252,$302/bi-weekly,Available at Go Terrace Ford Lincoln
Jeep Wrangler Unlimited,"$41,797 ","69,000 km",10.9 City / 10 Highway,(905) 632-6252,$390/bi-weekly,Available at Go Terrace Ford Lincoln
Lincoln Aviator,"$86,575 ",New,13.7 City / 9.7 Highway,(905) 632-6252,$598/bi-weekly,Available at Go Terrace Ford Lincoln
Ford Edge,"$50,745 ",New,11.5 City / 8.4 Highway,(905) 632-6252,$320/bi-weekly,Available at Go Terrace Ford Lincoln
Ford Mustang,"$59,495 ",New,16.6 City / 10.2 Highway,(905) 632-6252,$394/bi-weekly,Available at Go Terrace Ford Lincoln
Ford Fusion,"$17,997 ","53,300 km",10.8 City / 7.5 Highway,(905) 632-6252,$168/bi-weekly,Available at Go Terrace Ford Lincoln
Lincoln Aviator,"$86,275 ",New,13.7 City / 9.7 Highway,(905) 632-6252,$578/bi-weekly,Available at Go Terrace Ford Lincoln
Hyundai Santa Fe Sport,"$24,997 ","76,400 km",12 City / 9.1 Highway,(905) 632-6252,$234/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150,"$60,805 ",New,12.5 City / 10.7 Highway,(905) 632-6252,$370/bi-weekly,Available at Go Terrace Ford Lincoln
Ford Edge,"$61,445 ",New,12.6 City / 9.2 Highway,(905) 632-6252,$387/bi-weekly,Available at Go Terrace Ford Lincoln
Ford Bronco Sport,"$46,814 ",New,9.3 City / 8.4 Highway,(905) 632-6252,$300/bi-weekly,Available at Go Terrace Ford Lincoln
Ford EcoSport,"$23,297 ","90,300 km",10.2 City / 8.1 Highway,(905) 632-6252,$188/bi-weekly,Available at Go Terrace Ford Lincoln
Mitsubishi Outlander PHEV,"$27,797 ","87,300 km",9.4 City / 9 Highway,(905) 632-6252,$260/bi-weekly,Available at Go Terrace Ford Lincoln
Ford Bronco Sport,"$45,969 ",New,11.1 City / 9 Highway,(905) 632-6252,$295/bi-weekly,Available at Go Terrace Ford Lincoln
Ford Bronco Sport,"$42,234 ",New,9.3 City / 8.4 Highway,(905) 632-6252,$303/bi-weekly,Available at Go Terrace Ford Lincoln
Chevrolet Malibu,"$23,997 ","83,900 km",10.5 City / 7.4 Highway,(905) 632-6252,$224/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150,"$58,330 ",New,12.5 City / 10.7 Highway,(905) 632-6252,$355/bi-weekly,Available at Go Terrace Ford Lincoln
Ford Edge,"$43,895 ",New,11.5 City / 8.4 Highway,(905) 632-6252,$277/bi-weekly,Available at Go Terrace Ford Lincoln
Ford Edge,"$51,395 ",New,11.5 City / 8.4 Highway,(905) 632-6252,$324/bi-weekly,Available at Go Terrace Ford Lincoln
Lincoln Aviator,"$89,025 ",New,13.7 City / 9.7 Highway,(905) 632-6252,$615/bi-weekly,Available at Go Terrace Ford Lincoln
Subaru WRX,"$31,997 ","71,800 km",13.8 City / 10.2 Highway,(905) 632-6252,$299/bi-weekly,Available at Go Terrace Ford Lincoln
Ford Explorer,"$41,997 ","67,300 km",11.7 City / 8.6 Highway,(905) 632-6252,$302/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150 Lightning,"$95,966 ",New,No Information Found,(905) 632-6252,$688/bi-weekly,Available at Go Terrace Ford Lincoln
Lincoln Navigator L,"$122,975 ",New,15.2 City / 10.8 Highway,(905) 632-6252,$966/bi-weekly,Available at Go Terrace Ford Lincoln
Ford Mustang Mach-E,"$71,440 ",New,No Information Found,(905) 632-6252,$505/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150,"$70,330 ",New,12.8 City / 10 Highway,(905) 632-6252,$504/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150,"$79,855 ",New,12.8 City / 10 Highway,(905) 632-6252,$487/bi-weekly,Available at Go Terrace Ford Lincoln
Nissan Altima,"$18,997 ","29,400 km",8.8 City / 6 Highway,(905) 632-6252,$177/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150,"$62,955 ",New,12.5 City / 10.7 Highway,(905) 632-6252,$384/bi-weekly,Available at Go Terrace Ford Lincoln
Audi TT,"$41,497 ","60,000 km",10.1 City / 7.8 Highway,(905) 632-6252,$388/bi-weekly,Available at Go Terrace Ford Lincoln
Ford Escape,"$35,997 ",18 km,10.5 City / 7.5 Highway,(905) 632-6252,$259/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150,"$55,670 ",New,14.8 City / 10.9 Highway,(905) 632-6252,$339/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150,"$59,285 ",New,12.5 City / 10.7 Highway,(905) 632-6252,$425/bi-weekly,Available at Go Terrace Ford Lincoln
Lincoln Corsair,"$37,497 ","39,800 km",11.1 City / 8.2 Highway,(905) 632-6252,$303/bi-weekly,Available at Go Terrace Ford Lincoln
Lincoln Aviator,"$86,675 ",New,13.7 City / 9.7 Highway,(905) 632-6252,$581/bi-weekly,Available at Go Terrace Ford Lincoln
Dodge Grand Caravan,"$23,914 ","82,700 km",13.7 City / 9.4 Highway,(905) 632-6252,$223/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150,"$34,497 ","106,000 km",13 City / 10.3 Highway,(905) 632-6252,$322/bi-weekly,Available at Go Terrace Ford Lincoln
Cadillac ATS Sedan,"$25,797 ","72,700 km",10.8 City / 7.9 Highway,(905) 632-6252,$241/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150,"$76,530 ",New,12.8 City / 10 Highway,(905) 632-6252,$466/bi-weekly,Available at Go Terrace Ford Lincoln
Ford Edge,"$50,045 ",New,11.5 City / 8.4 Highway,(905) 632-6252,$315/bi-weekly,Available at Go Terrace Ford Lincoln
Ford Explorer,"$50,997 ","23,000 km",11.7 City / 8.6 Highway,(905) 632-6252,$366/bi-weekly,Available at Go Terrace Ford Lincoln
Lincoln Nautilus,"$75,345 ",New,11.8 City / 9.4 Highway,(905) 632-6252,$513/bi-weekly,Available at Go Terrace Ford Lincoln
Ford Bronco Sport,"$36,997 ","23,200 km",9.3 City / 8.4 Highway,(905) 632-6252,$266/bi-weekly,Available at Go Terrace Ford Lincoln
Ford Expedition,"$99,329 ",New,14.7 City / 10.6 Highway,(905) 632-6252,$680/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150,"$72,880 ",New,12.8 City / 10 Highway,(905) 632-6252,$444/bi-weekly,Available at Go Terrace Ford Lincoln
Lincoln MKX,"$29,997 ",New,14.1 City / 9.8 Highway,(905) 632-6252,$280/bi-weekly,Available at Go Terrace Ford Lincoln
Ford Mustang Mach-E,"$71,790 ",New,No Information Found,(905) 632-6252,$507/bi-weekly,Available at Go Terrace Ford Lincoln
Lincoln Aviator,"$84,525 ",New,13.7 City / 9.7 Highway,(905) 632-6252,$567/bi-weekly,Available at Go Terrace Ford Lincoln
Lincoln Aviator,"$84,975 ","91,500 km",13.7 City / 9.7 Highway,(905) 632-6252,$587/bi-weekly,Available at Go Terrace Ford Lincoln
Ford Expedition,"$51,497 ",New,14.1 City / 10.6 Highway,(905) 632-6252,$481/bi-weekly,Available at Go Terrace Ford Lincoln
Ford E-Transit Cargo Van,"$68,475 ","111,000 km",No Information Found,(905) 632-6252,$491/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150,"$37,497 ","29,700 km",No Information Found,(905) 632-6252,$303/bi-weekly,Available at Go Terrace Ford Lincoln
Toyota Camry Hybrid,"$36,997 ","34,200 km",5.3 City / 5 Highway,(905) 632-6252,$346/bi-weekly,Available at Go Terrace Ford Lincoln
Hyundai Veloster,"$19,997 ",New,8.6 City / 6.6 Highway,(905) 632-6252,$187/bi-weekly,Available at Go Terrace Ford Lincoln
Ford Mustang Mach-E,"$68,940 ","131,000 km",No Information Found,(905) 632-6252,$487/bi-weekly,Available at Go Terrace Ford Lincoln
Chrysler 200,"$12,797 ","77,000 km",12.4 City / 7.5 Highway,(905) 632-6252,$120/bi-weekly,Available at Go Terrace Ford Lincoln
Toyota Camry,"$27,797 ","71,900 km",8.4 City / 6.1 Highway,(905) 632-6252,$260/bi-weekly,Available at Go Terrace Ford Lincoln
Mazda CX-3,"$22,997 ","147,000 km",8.6 City / 7.4 Highway,(905) 632-6252,$215/bi-weekly,Available at Go Terrace Ford Lincoln
Ford Super Duty F-350 SRW,"$54,997 ",New,No Information Found,(905) 632-6252,$514/bi-weekly,Available at Go Terrace Ford Lincoln
Ford Edge,"$62,445 ",New,12.6 City / 9.2 Highway,(905) 632-6252,$394/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150,"$78,980 ",New,12.8 City / 10 Highway,(905) 632-6252,$481/bi-weekly,Available at Go Terrace Ford Lincoln
Lincoln Nautilus,"$77,595 ","391,000 km",11.8 City / 9.4 Highway,(905) 632-6252,$528/bi-weekly,Available at Go Terrace Ford Lincoln
Ram 1500,Call for price,New,15.8 City / 10.8 Highway,(905) 632-6252,$279/bi-weekly,Available at Go Terrace Ford Lincoln
Ford Edge,"$44,195 ",No Information Found,11.5 City / 8.4 Highway,(905) 632-6252,No Information Found,Available at Go Terrace Ford Lincoln
Ford F-150,"$68,997 ","14,900 km",12.8 City / 10 Highway,(905) 632-6252,$449/bi-weekly,Available at Go Terrace Ford Lincoln
Ford Edge,"$49,795 ",New,11.5 City / 8.4 Highway,(905) 632-6252,$314/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150,"$72,080 ",New,12.8 City / 10 Highway,(905) 632-6252,$517/bi-weekly,Available at Go Terrace Ford Lincoln
Honda Pilot,"$44,997 ","74,500 km",12.4 City / 9.3 Highway,(905) 632-6252,$323/bi-weekly,Available at Go Terrace Ford Lincoln
Toyota RAV4,"$26,997 ","98,000 km",10.6 City / 8.1 Highway,(905) 632-6252,$252/bi-weekly,Available at Go Terrace Ford Lincoln
Land Rover Range Rover,"$46,497 ","88,000 km",17.2 City / 12.5 Highway,(905) 632-6252,$434/bi-weekly,Available at Go Terrace Ford Lincoln
Audi TTS,"$39,297 ","84,500 km",10.3 City / 8.6 Highway,(905) 632-6252,$367/bi-weekly,Available at Go Terrace Ford Lincoln
