"Car Name","Car Price","Car Mileage","Fuel Consumption","Phone Number","Payment","Address"
"2023 Mercedes-Benz E-Class E AMG 63 S 4MATIC Sedan AWD","$166,899","3,467 km","12.495 L/100km","(604) 239-1356","Est. $2,759/mo.*","Vancouver, BC"
"2019 Ford Fusion SE","$18,300","33,000 km","8.715 L/100km","(587) 410-7185","Est. $303/mo.*","New Westminster, BC"
"2022 Toyota Camry SE FWD","$27,950","74,821 km","7.32 L/100km","(604) 265-7764","Est. $462/mo.*","Edmonton, AB"
"2017 Honda Accord V6 Touring FWD","$21,990","70,000 km","9.355 L/100km","(902) 918-5532","Est. $364/mo.*","New Westminster, BC"
"2016 Mercedes-Benz CLA-Class CLA 250 4MATIC","$17,990","115,158 km","8.585 L/100km","(587) 410-7185","Est. $298/mo.*","Bedford, NS"
"2016 Nissan Altima 2.5 S","$11,950","151,360 km","7.485 L/100km","(604) 332-0217","Est. $198/mo.*","Edmonton, AB"
"2022 Kia Forte GT Limited FWD","$25,999","44,672 km","No Information Found","(866) 328-4720","Est. $430/mo.*","Listowel, ON"
"2020 Honda Civic Sport Sedan FWD","$21,500","77,000 km","7.335 L/100km","(833) 973-1610","Est. $356/mo.*","New Westminster, BC"
"2022 Dodge Charger Police AWD","$34,995","14,300 km","11.12 L/100km","(705) 996-3330","Est. $579/mo.*","Hamilton, ON"
"2022 Honda Civic Touring FWD","$25,995","89,820 km","No Information Found","(604) 332-0217","Est. $430/mo.*","Toronto, ON"
"2023 Genesis G80 3.5T Sport AWD","$66,505","30,469 km","No Information Found","No Information Found","Est. $1,100/mo.*","Midland, ON"
"2020 Honda Civic EX Sedan FWD","$22,990","34,000 km","No Information Found","No Information Found","Est. $380/mo.*","New Westminster, BC"
"2021 Mazda MAZDA3 2.5 Turbo Sedan AWD","$30,997","53,024 km","8.94 L/100km","(844) 745-0307","Est. $513/mo.*","Edmonton, AB"
"2022 Honda Civic EX FWD","$27,880","18,500 km","No Information Found","(236) 326-9471","Est. $461/mo.*","Toronto, ON"
"2020 Mercedes-Benz CLS-Class CLS AMG 53 4MATIC AWD","$68,998","37,256 km","No Information Found","(778) 721-5528","Est. $1,141/mo.*","Kelowna, BC"
"2017 Ford Fusion Platinum AWD","$12,399","186,163 km","No Information Found","(514) 600-6505","Est. $205/mo.*","Ottawa, ON"
"2023 Audi S5 Sportback 3.0T quattro Premium AWD","$68,995","5,832 km","No Information Found","(306) 900-4165","Est. $1,141/mo.*","St-Laurent, QC"
"2015 BMW 3 Series 328i xDrive Sedan AWD","$16,999","93,000 km","No Information Found","(778) 720-6410","Est. $281/mo.*","Gatineau, QC"
"2022 Mercedes-Benz A-Class A 35 AMG 4MATIC Hatchback AWD","$49,979","15,422 km","No Information Found","(647) 955-5736","Est. $826/mo.*","Regina, SK"
"2022 Dodge Charger SXT RWD","$35,999","6,165 km","No Information Found","(855) 703-1741","Est. $595/mo.*","Surrey, BC"
"2008 Audi S6 5.2 quattro Sedan AWD","$7,995","161,643 km","No Information Found","(855) 334-3567","Est. $133/mo.*","Newmarket, ON"
"2021 Kia K5 EX FWD","$29,995","60,011 km","No Information Found","(226) 774-1656","Est. $496/mo.*","Lethbridge, AB"
"2021 Audi S7 2.9T quattro Premium Plus AWD","$79,998","57,258 km","No Information Found","(778) 760-9016","Est. $1,323/mo.*","Calgary, AB"
"2019 INFINITI Q50 3.0t Signature Edition AWD","$31,990","48,560 km","10.735 L/100km","(604) 330-9257","Est. $529/mo.*","North Vancouver, BC"
"2019 Toyota Mirai FWD","$21,995","17,488 km","No Information Found","(877) 511-5516","Est. $364/mo.*","Kelowna, BC"
"2019 Mercedes-Benz CLS-Class CLS AMG 53 S 4MATIC AWD","$61,695","38,000 km","No Information Found","No Information Found","Est. $1,020/mo.*","Richmond, BC"
"2016 Chevrolet Cruze Limited 2LT FWD","$10,700","121,764 km","No Information Found","No Information Found","Est. $177/mo.*","Calgary, AB"
"2023 Hyundai Elantra Preferred FWD","$30,996","9,837 km","No Information Found","(844) 418-1062","Est. $513/mo.*","Wilkie, SK"
"2007 Lincoln Town Car Signature Limited","$8,495","105,213 km","No Information Found","(902) 918-5532","Est. $141/mo.*","London, ON"
"2017 Toyota Corolla LE","$14,990","99,687 km","No Information Found","(450) 390-6951","Est. $248/mo.*","Bedford, NS"
"2016 Audi S3 2.0T quattro Technik AWD","$23,994","96,000 km","No Information Found","(866) 943-4490","Est. $397/mo.*","Dollard-des Ormeaux, QC"
"2020 Mazda MAZDA3 Select Sedan AWD","$24,999","34,024 km","8.365 L/100km","(587) 317-6055","Est. $414/mo.*","Calgary, AB"
"2021 Audi S6 2.9T quattro Premium Plus Sedan AWD","$69,689","37,009 km","10.985 L/100km","(587) 416-5844","Est. $1,152/mo.*","Halifax, NS"
"2021 Toyota Corolla LE FWD","$23,990","79,203 km","7.08 L/100km","(604) 332-0217","Est. $397/mo.*","Calgary, AB"
"2015 Nissan Sentra S","$8,500","159,026 km","7.155 L/100km","(877) 511-5516","Est. $141/mo.*","Edmonton, AB"
"2019 Volkswagen Jetta Execline FWD","$23,320","38,250 km","No Information Found","(236) 326-9471","Est. $386/mo.*","Burnaby, BC"
"2021 Lexus ES 250 AWD","$36,990","19,700 km","8.275 L/100km","No Information Found","Est. $612/mo.*","North Vancouver, BC"
"2016 Chevrolet Malibu LS FWD","$9,960","173,590 km","7.665 L/100km","No Information Found","Est. $165/mo.*","Gatineau, QC"
"2017 Mazda MAZDA3 Sport","$13,990","63,000 km","7.665 L/100km","No Information Found","Est. $232/mo.*","New Westminster, BC"
"2022 Honda Civic EX FWD","$21,700","168,654 km","6.425 L/100km","No Information Found","Est. $359/mo.*","Calgary, AB"
"2023 Genesis G80 2.5T Advanced AWD","$56,998","9,653 km","No Information Found","No Information Found","Est. $942/mo.*","Winnipeg, MB"
"2019 BMW 4 Series 430i xDrive Gran Coupe AWD","$30,880","57,300 km","8.805 L/100km","No Information Found","Est. $511/mo.*","Toronto, ON"
"2019 BMW 7 Series Alpina B7 xDrive AWD","$53,899","57,998 km","11.82 L/100km","(604) 337-2509","Est. $891/mo.*","Surrey, BC"
"2016 Acura TLX V6 SH-AWD with Technology Package","$16,995","96,723 km","9.58 L/100km","(778) 743-0153","Est. $281/mo.*","New Westminster, BC"
"2023 Chrysler 300 S V8 RWD","$54,999","4,404 km","12.315 L/100km","(705) 243-1825","Est. $909/mo.*","Niagara Falls, ON"
"2016 Chevrolet Cruze Premier Sedan FWD","$14,500","79,000 km","6.81 L/100km","(604) 239-1356","Est. $240/mo.*","New Westminster, BC"
"2016 Hyundai Elantra Limited FWD","$12,995","112,135 km","No Information Found","(226) 779-1051","Est. $215/mo.*","St. Thomas, ON"
"2021 Kia K5 EX FWD","$29,600","65,590 km","7.665 L/100km","(855) 996-4325","Est. $490/mo.*","Red Deer, AB"
"2021 Toyota Corolla SE FWD","$26,885","23,901 km","No Information Found","(604) 337-0352","Est. $445/mo.*","Winnipeg, MB"
"2013 Subaru Impreza WRX Limited","$14,495","139,000 km","11.05 L/100km","(855) 626-6354","Est. $240/mo.*","Halifax, NS"
"2015 Ford Taurus SEL AWD","$14,897","133,470 km","11.255 L/100km","(647) 492-8256","Est. $247/mo.*","Lethbridge, AB"
"2014 Volvo S60 T5","$10,999","151,999 km","9.67 L/100km","(604) 670-8526","Est. $182/mo.*","Oakville, ON"
"2017 BMW 3 Series 330i xDrive Sedan AWD","$19,997","140,000 km","8.805 L/100km","(450) 390-5495","Est. $331/mo.*","Langley, BC"
"2023 Honda Civic EX FWD","$28,998","10,356 km","6.425 L/100km","No Information Found","Est. $480/mo.*","Thornhill, ON"
"2020 Toyota Camry XSE AWD","$30,990","26,086 km","8.275 L/100km","No Information Found","Est. $513/mo.*","Etobicoke, ON"
"2021 Kia Forte EX FWD","$21,988","87,537 km","7.11 L/100km","No Information Found","Est. $364/mo.*","Coquitlam, BC"
"2014 Mercedes-Benz C-Class C 350 4MATIC Sedan","$14,995","137,891 km","No Information Found","No Information Found","Est. $248/mo.*","Saint-Lin-Laurentides, QC"
"2023 BMW 3 Series 330i xDrive AWD","$50,945","5,089 km","8.585 L/100km","(604) 670-5292","Est. $842/mo.*","Vancouver, BC"
"2018 Volvo S90 T6 Inscription AWD","$35,747","53,898 km","9.305 L/100km","(877) 809-1720","Est. $591/mo.*","Edmonton, AB"
"2021 Hyundai Elantra Ultimate FWD","$22,880","66,217 km","No Information Found","(833) 734-3478","Est. $379/mo.*","Woodbridge, ON"
"2020 Audi A7 quattro Premium 55 TFSI AWD","$55,555","35,289 km","No Information Found","(604) 337-7060","Est. $919/mo.*","Richmond, BC"
"2022 Chrysler 300 Touring L AWD","$39,990","14,000 km","11.12 L/100km","(604) 332-0217","Est. $661/mo.*","New Westminster, BC"
"2015 BMW 6 Series Alpina B6 xDrive Gran Coupe AWD","$25,995","109,630 km","12.495 L/100km","(833) 783-1071","Est. $430/mo.*","Mississauga, ON"
"2020 Nissan Sentra S FWD","$19,995","51,100 km","No Information Found","(587) 327-0161","Est. $331/mo.*","Calgary, AB"
"2016 Nissan Altima 2.5 SV","$11,495","185,190 km","7.485 L/100km","(587) 815-0491","Est. $190/mo.*","Calgary, AB"
"2016 Mazda MAZDA3 GS","$15,500","74,000 km","No Information Found","(604) 332-0217","Est. $257/mo.*","New Westminster, BC"
"2020 Acura ILX FWD with Premium Package","$29,988","28,731 km","8.495 L/100km","(819) 805-0236","Est. $496/mo.*","Gatineau, QC"
"2013 Chevrolet Malibu 1LT FWD","$7,495","173,773 km","No Information Found","(431) 813-7870","Est. $124/mo.*","Ottawa, ON"
"2021 Audi Q5 Sportback quattro Prestige 45 TFSI AWD","$49,990","44,242 km","No Information Found","(866) 698-9731","Est. $827/mo.*","Toronto, ON"
"2021 Acura TLX SH-AWD with Technology Package","$34,800","53,445 km","9.805 L/100km","(548) 900-5850","Est. $576/mo.*","Toronto, ON"
"2019 Audi S5 Sportback 3.0 TFSI quattro Technik AWD","$45,990","42,143 km","No Information Found","No Information Found","Est. $761/mo.*","Calgary, AB"
"2018 Kia Forte LX Plus","$10,488","160,208 km","No Information Found","No Information Found","Est. $174/mo.*","St-leonard, QC"
"2018 Volvo S60 T5 Dynamic AWD","$23,995","62,856 km","9.215 L/100km","(833) 783-1071","Est. $397/mo.*","Mississauga, ON"
"2020 Toyota Corolla LE FWD","$22,998","46,083 km","7.08 L/100km","(604) 330-3987","Est. $381/mo.*","Chilliwack, BC"
"2022 Mercedes-Benz A-Class A 220 4MATIC Sedan AWD","$38,990","39,000 km","8.185 L/100km","(844) 970-1859","Est. $645/mo.*","Scarborough, ON"
"2018 Cadillac ATS 2.0T Luxury RWD","$24,999","37,191 km","9.305 L/100km","(855) 595-0906","Est. $414/mo.*","Medicine Hat, AB"
"2015 Volkswagen Jetta TDI Highline","$16,900","71,000 km","No Information Found","(289) 212-6537","Est. $280/mo.*","Brampton, ON"
"2018 Mercedes-Benz CLA-Class CLA 250 4MATIC","$27,888","25,209 km","8.72 L/100km","(866) 260-3829","Est. $461/mo.*","Victoria, BC"
"2019 BMW 4 Series 430i xDrive Gran Coupe AWD","$28,900","68,630 km","8.805 L/100km","(587) 415-2824","Est. $478/mo.*","Mississauga, ON"
"2020 Subaru Impreza 2.0i Premium Sedan AWD","$24,988","34,024 km","7.545 L/100km","(306) 802-4764","Est. $413/mo.*","Edmonton, AB"
"2017 Ford Focus SE","$16,899","16,710 km","7.575 L/100km","(437) 372-5743","Est. $280/mo.*","Kipling, SK"
"2021 Toyota Corolla LE FWD","$25,800","24,549 km","7.08 L/100km","(289) 812-8198","Est. $427/mo.*","Mississauga, ON"
"2018 Chevrolet Impala Premier FWD","$17,995","149,669 km","10.6 L/100km","(647) 372-1732","Est. $298/mo.*","Hamilton, ON"
"2014 BMW M5 RWD","$49,888","60,892 km","14.55 L/100km","(604) 332-7627","Est. $825/mo.*","Burlington, ON"
"2016 Ford Focus Titanium","$9,998","168,386 km","7.74 L/100km","(778) 601-8230","Est. $166/mo.*","Langley, BC"
"2016 Nissan Maxima SV","$13,999","160,437 km","9.395 L/100km","(604) 243-0645","Est. $232/mo.*","Richmond, BC"
"2004 Honda Accord LX V6","$8,335","89,002 km","11.12 L/100km","No Information Found","Est. $138/mo.*","Vancouver, BC"
"2017 Audi A7 3.0T quattro Competition Prestige AWD","$39,999","73,474 km","9.805 L/100km","(204) 400-3408","Est. $662/mo.*","Vancouver, BC"
"2006 Dodge Charger R/T RWD","$2,995","256,639 km","13.225 L/100km","(844) 418-1062","Est. $50/mo.*","London, ON"
"2019 Ford Fusion Hybrid Titanium FWD","$19,998","131,647 km","5.59 L/100km","(604) 330-3987","Est. $331/mo.*","Chilliwack, BC"
"2020 Ford Fusion Hybrid Titanium FWD","$23,990","54,000 km","5.59 L/100km","(604) 332-0217","Est. $397/mo.*","New Westminster, BC"
"2019 Hyundai Accent","$9,995","234,002 km","No Information Found","(844) 647-0018","Est. $166/mo.*","Toronto, ON"
"2016 Cadillac CT6 3.0TT Platinum AWD","$34,900","77,000 km","11.255 L/100km","(833) 981-3130","Est. $577/mo.*","New Westminster, BC"
"2021 BMW 2 Series 228i xDrive Gran Coupe AWD","$31,990","15,363 km","8.805 L/100km","(587) 410-7185","Est. $529/mo.*","Toronto, ON"
"2017 Chevrolet Cruze LT Sedan FWD","$11,950","150,364 km","6.945 L/100km","(855) 908-6549","Est. $198/mo.*","Edmonton, AB"
"2016 Subaru Legacy 3.6R Limited AWD","$14,995","142,000 km","10.135 L/100km","(604) 239-1356","Est. $248/mo.*","Toronto, ON"
"2018 Honda Accord 1.5T EX-L FWD","$23,800","55,000 km","7.08 L/100km","(902) 816-0731","Est. $394/mo.*","New Westminster, BC"
"2021 Volkswagen Jetta Highline FWD","$23,900","83,296 km","No Information Found","(888) 536-1479","Est. $395/mo.*","Lower Sackville, NS"
"2022 Honda Civic EX FWD","$28,447","25,741 km","6.425 L/100km","(844) 541-1477","Est. $471/mo.*","London, ON"
"2014 Mazda MAZDA3 GS Sedan","$8,999","204,698 km","No Information Found","(877) 799-3662","Est. $149/mo.*","Whitby, ON"
"2020 Volvo S60 T6 R-Design AWD","$34,999","42,900 km","9.49 L/100km","(236) 326-9471","Est. $579/mo.*","Brampton, ON"
"2018 Honda Accord 1.5T Touring FWD","$26,880","66,000 km","7.47 L/100km","No Information Found","Est. $445/mo.*","Toronto, ON"
"2021 Volkswagen Jetta Highline FWD","$23,995","71,491 km","No Information Found","(844) 674-0976","Est. $397/mo.*","Kitchener, ON"
"2011 Dodge Charger R/T Road & Track RWD","$12,999","170,327 km","12.315 L/100km","(587) 806-5835","Est. $215/mo.*","Edmonton, AB"
"2020 Mercedes-Benz C-Class C 300 4MATIC Sedan AWD","$39,391","26,224 km","8.805 L/100km","(306) 517-6276","Est. $651/mo.*","Saskatoon, SK"
"2013 BMW 3 Series 328i xDrive Classic Line Sedan AWD","$10,888","143,742 km","No Information Found","(289) 274-7811","Est. $180/mo.*","Bolton, ON"
"2015 Toyota Avalon XLE Touring","$18,980","134,491 km","9.58 L/100km","(289) 217-9160","Est. $314/mo.*","North York, ON"
"2021 Toyota Corolla L FWD","$24,929","95,178 km","7.08 L/100km","(844) 753-0869","Est. $412/mo.*","Spruce Grove, AB"
"2020 Mercedes-Benz A-Class A 220 Sedan 4MATIC AWD","$34,998","47,903 km","No Information Found","(844) 387-5628","Est. $579/mo.*","Edmonton, AB"
"2021 Toyota Corolla LE FWD","$26,500","47,800 km","7.08 L/100km","(604) 800-3718","Est. $438/mo.*","Squamish, BC"
"2021 Tesla Model S Plaid AWD","$106,989","17,812 km","2.345 L/100km","(866) 897-4087","Est. $1,769/mo.*","Richmond, BC"
"2020 Kia Forte EX FWD","$17,995","63,938 km","7.11 L/100km","(855) 791-0594","Est. $298/mo.*","Toronto, ON"
"2020 Audi RS 3 2.5T quattro AWD","$66,995","40,501 km","No Information Found","(844) 674-0976","Est. $1,108/mo.*","Edmonton, AB"
"2021 Hyundai Elantra Preferred FWD","$21,995","63,544 km","No Information Found","(844) 745-0307","Est. $364/mo.*","Kitchener, ON"
"2014 Dodge Avenger SXT FWD","$9,990","159,469 km","9.67 L/100km","(705) 996-7258","Est. $166/mo.*","Calgary, AB"
"2020 Volvo S60 T6 R-Design AWD","$36,497","74,309 km","9.49 L/100km","No Information Found","Est. $604/mo.*","Edmonton, AB"
"2020 Subaru WRX Sport AWD","$26,999","66,490 km","No Information Found","No Information Found","Est. $447/mo.*","North Bay, ON"
"2016 Chevrolet Cruze Limited 1LT FWD","$5,922","160,000 km","7.74 L/100km","(604) 229-8535","Est. $98/mo.*","Montréal-Est, QC"
"2023 Kia Forte GT Limited FWD","$27,888","6,085 km","No Information Found","(866) 691-4336","Est. $461/mo.*","Victoria, BC"
"2020 Volkswagen Jetta Highline FWD","$19,980","158,826 km","No Information Found","(819) 410-9370","Est. $331/mo.*","Toronto, ON"
"2014 Hyundai Sonata Hybrid","$11,988","94,183 km","No Information Found","(450) 390-6172","Est. $199/mo.*","Saint-Eustache, QC"
"2023 Hyundai Ioniq 6 SEL AWD","$58,999","401 km","No Information Found","(844) 418-1062","Est. $976/mo.*","Calgary, AB"
"2019 Volkswagen Jetta Comfortline FWD","$18,900","89,672 km","No Information Found","(226) 778-4079","Est. $313/mo.*","Vancouver, BC"
"2020 Subaru WRX STI Sport AWD","$39,995","37,420 km","No Information Found","(604) 337-7060","Est. $661/mo.*","St. John's, NL"
"2021 Chrysler 300 S AWD","$33,933","77,458 km","No Information Found","No Information Found","Est. $561/mo.*","Mercier, QC"
"2022 Lexus ES 350 Ultra Luxury FWD","$52,888","6,257 km","9.215 L/100km","No Information Found","Est. $875/mo.*","Victoria, BC"
"2012 Chevrolet Cruze LT Turbo Sedan FWD","$3,495","212,175 km","No Information Found","No Information Found","Est. $58/mo.*","London, ON"
"2018 Alfa Romeo Giulia Quadrifoglio RWD","$63,459","15,735 km","12 L/100km","No Information Found","Est. $1,049/mo.*","Victoria, BC"
"2018 Chevrolet Malibu LT FWD","$11,995","198,525 km","7.71 L/100km","No Information Found","Est. $199/mo.*","Sarnia, ON"
"2019 Audi A5 Sportback 45 TFSI quattro Progressiv AWD","$32,432","80,289 km","No Information Found","No Information Found","Est. $536/mo.*","Richmond, BC"
"2005 Lexus ES 330 FWD","$7,599","152,903 km","11.12 L/100km","No Information Found","Est. $126/mo.*","Richmond, BC"
"2012 Honda Civic EX","$12,134","126,330 km","7.32 L/100km","No Information Found","Est. $201/mo.*","Winnipeg, MB"
